"Reference Area","Time Period","Sex","Age group","Unit of measurement","Nature","Value"
"Portugal","2010","Female","15 - 24","Percent","Country Data","24"
"Portugal","2010","Female","15+","Percent","Country Data","11.9"
"Portugal","2010","Female","25+","Percent","Country Data","10.9"
"Portugal","2010","Male","15 - 24","Percent","Country Data","21.6"
"Portugal","2010","Male","15+","Percent","Country Data","9.8"
"Portugal","2010","Male","25+","Percent","Country Data","8.7"
"Portugal","2010","Total","15 - 24","Percent","Country Data","22.8"
"Portugal","2010","Total","15+","Percent","Country Data","10.8"
"Portugal","2010","Total","25+","Percent","Country Data","9.8"
"Portugal","2009","Female","15 - 24","Percent","Country Data","21.7"
"Portugal","2009","Female","15+","Percent","Country Data","10.1"
"Portugal","2009","Female","25+","Percent","Country Data","9.1"
"Portugal","2009","Male","15 - 24","Percent","Country Data","19.1"
"Portugal","2009","Male","15+","Percent","Country Data","8.8"
"Portugal","2009","Male","25+","Percent","Country Data","7.9"
"Portugal","2009","Total","15 - 24","Percent","Country Data","20.3"
"Portugal","2009","Total","15+","Percent","Country Data","9.4"
"Portugal","2009","Total","25+","Percent","Country Data","8.4"
"Portugal","2008","Female","15 - 24","Percent","Country Data","20.3"
"Portugal","2008","Female","15+","Percent","Country Data","8.8"
"Portugal","2008","Female","25+","Percent","Country Data","7.7"
"Portugal","2008","Male","15 - 24","Percent","Country Data","13.6"
"Portugal","2008","Male","15+","Percent","Country Data","6.5"
"Portugal","2008","Male","25+","Percent","Country Data","5.8"
"Portugal","2008","Total","15 - 24","Percent","Country Data","16.7"
"Portugal","2008","Total","15+","Percent","Country Data","7.6"
"Portugal","2008","Total","25+","Percent","Country Data","6.7"
"Portugal","2007","Female","15 - 24","Percent","Country Data","20.3"
"Portugal","2007","Female","15+","Percent","Country Data","9.5"
"Portugal","2007","Female","25+","Percent","Country Data","8.5"
"Portugal","2007","Male","15 - 24","Percent","Country Data","13.8"
"Portugal","2007","Male","15+","Percent","Country Data","6.6"
"Portugal","2007","Male","25+","Percent","Country Data","5.8"
"Portugal","2007","Total","15 - 24","Percent","Country Data","16.7"
"Portugal","2007","Total","15+","Percent","Country Data","8"
"Portugal","2007","Total","25+","Percent","Country Data","7.1"
"Portugal","2006","Female","15 - 24","Percent","Country Data","18.5"
"Portugal","2006","Female","15+","Percent","Country Data","8.9"
"Portugal","2006","Female","25+","Percent","Country Data","8"
"Portugal","2006","Male","15 - 24","Percent","Country Data","14.9"
"Portugal","2006","Male","15+","Percent","Country Data","6.5"
"Portugal","2006","Male","25+","Percent","Country Data","5.6"
"Portugal","2006","Total","15 - 24","Percent","Country Data","16.5"
"Portugal","2006","Total","15+","Percent","Country Data","7.6"
"Portugal","2006","Total","25+","Percent","Country Data","6.7"
"Portugal","2005","Female","15 - 24","Percent","Country Data","19.2"
"Portugal","2005","Female","15+","Percent","Country Data","8.6"
"Portugal","2005","Female","25+","Percent","Country Data","7.5"
"Portugal","2005","Male","15 - 24","Percent","Country Data","13.9"
"Portugal","2005","Male","15+","Percent","Country Data","6.7"
"Portugal","2005","Male","25+","Percent","Country Data","5.8"
"Portugal","2005","Total","15 - 24","Percent","Country Data","16.2"
"Portugal","2005","Total","15+","Percent","Country Data","7.6"
"Portugal","2005","Total","25+","Percent","Country Data","6.6"
"Portugal","2004","Female","15 - 24","Percent","Country Data","15.9"
"Portugal","2004","Female","15+","Percent","Country Data","7.2"
"Portugal","2004","Female","25+","Percent","Country Data","6.2"
"Portugal","2004","Male","15 - 24","Percent","Country Data","12.6"
"Portugal","2004","Male","15+","Percent","Country Data","5.6"
"Portugal","2004","Male","25+","Percent","Country Data","4.7"
"Portugal","2004","Total","15 - 24","Percent","Country Data","14.1"
"Portugal","2004","Total","15+","Percent","Country Data","6.3"
"Portugal","2004","Total","25+","Percent","Country Data","5.4"
"Portugal","2003","Female","15 - 24","Percent","Country Data","16.7"
"Portugal","2003","Female","15+","Percent","Country Data","7.3"
"Portugal","2003","Female","25+","Percent","Country Data","6.1"
"Portugal","2003","Male","15 - 24","Percent","Country Data","10.8"
"Portugal","2003","Male","15+","Percent","Country Data","5.2"
"Portugal","2003","Male","25+","Percent","Country Data","4.4"
"Portugal","2003","Total","15 - 24","Percent","Country Data","13.5"
"Portugal","2003","Total","15+","Percent","Country Data","6.1"
"Portugal","2003","Total","25+","Percent","Country Data","5.2"
"Portugal","2002","Female","15 - 24","Percent","Country Data","12.1"
"Portugal","2002","Female","15+","Percent","Country Data","5.3"
"Portugal","2002","Female","25+","Percent","Country Data","4.4"
"Portugal","2002","Male","15 - 24","Percent","Country Data","9.2"
"Portugal","2002","Male","15+","Percent","Country Data","3.8"
"Portugal","2002","Male","25+","Percent","Country Data","3"
"Portugal","2002","Total","15 - 24","Percent","Country Data","10.5"
"Portugal","2002","Total","15+","Percent","Country Data","4.5"
"Portugal","2002","Total","25+","Percent","Country Data","3.7"
"Portugal","2001","Female","15 - 24","Percent","Country Data","12"
"Portugal","2001","Female","15+","Percent","Country Data","4.9"
"Portugal","2001","Female","25+","Percent","Country Data","4"
"Portugal","2001","Male","15 - 24","Percent","Country Data","6.5"
"Portugal","2001","Male","15+","Percent","Country Data","2.9"
"Portugal","2001","Male","25+","Percent","Country Data","2.4"
"Portugal","2001","Total","15 - 24","Percent","Country Data","8.9"
"Portugal","2001","Total","15+","Percent","Country Data","3.8"
"Portugal","2001","Total","25+","Percent","Country Data","3.1"
"Portugal","2000","Female","15 - 24","Percent","Country Data","11.7"
"Portugal","2000","Female","15+","Percent","Country Data","4.7"
"Portugal","2000","Female","25+","Percent","Country Data","3.8"
"Portugal","2000","Male","15 - 24","Percent","Country Data","5.4"
"Portugal","2000","Male","15+","Percent","Country Data","3.1"
"Portugal","2000","Male","25+","Percent","Country Data","2.7"
"Portugal","2000","Total","15 - 24","Percent","Country Data","8.2"
"Portugal","2000","Total","15+","Percent","Country Data","3.8"
"Portugal","2000","Total","25+","Percent","Country Data","3.2"
"Puerto Rico","2015","Total","15+","Percent","Country Data","12"
"Puerto Rico","2014","Female","15 - 24","Percent","Country Data","26"
"Puerto Rico","2014","Female","15+","Percent","Country Data","12.1"
"Puerto Rico","2014","Female","25+","Percent","Country Data","10.6"
"Puerto Rico","2014","Male","15 - 24","Percent","Country Data","26.8"
"Puerto Rico","2014","Male","15+","Percent","Country Data","15.2"
"Puerto Rico","2014","Male","25+","Percent","Country Data","13.8"
"Puerto Rico","2014","Total","15 - 24","Percent","Country Data","25.6"
"Puerto Rico","2014","Total","15+","Percent","Country Data","13.9"
"Puerto Rico","2014","Total","25+","Percent","Country Data","12.5"
"Puerto Rico","2013","Female","15 - 24","Percent","Country Data","21.9"
"Puerto Rico","2013","Female","15+","Percent","Country Data","12.4"
"Puerto Rico","2013","Female","25+","Percent","Country Data","11.5"
"Puerto Rico","2013","Male","15 - 24","Percent","Country Data","26.2"
"Puerto Rico","2013","Male","15+","Percent","Country Data","15.7"
"Puerto Rico","2013","Male","25+","Percent","Country Data","14.3"
"Puerto Rico","2013","Total","15 - 24","Percent","Country Data","24.5"
"Puerto Rico","2013","Total","15+","Percent","Country Data","14.3"
"Puerto Rico","2013","Total","25+","Percent","Country Data","13"
"Puerto Rico","2012","Female","15 - 24","Percent","Country Data","23.1"
"Puerto Rico","2012","Female","15+","Percent","Country Data","12"
"Puerto Rico","2012","Female","25+","Percent","Country Data","10.5"
"Puerto Rico","2012","Male","15 - 24","Percent","Country Data","28.9"
"Puerto Rico","2012","Male","15+","Percent","Country Data","16.2"
"Puerto Rico","2012","Male","25+","Percent","Country Data","14.5"
"Puerto Rico","2012","Total","15 - 24","Percent","Country Data","26.6"
"Puerto Rico","2012","Total","15+","Percent","Country Data","14.5"
"Puerto Rico","2012","Total","25+","Percent","Country Data","12.8"
"Puerto Rico","2011","Female","15 - 24","Percent","Country Data","24.5"
"Puerto Rico","2011","Female","15+","Percent","Country Data","12.8"
"Puerto Rico","2011","Female","25+","Percent","Country Data","11.6"
"Puerto Rico","2011","Male","15 - 24","Percent","Country Data","33.3"
"Puerto Rico","2011","Male","15+","Percent","Country Data","18.2"
"Puerto Rico","2011","Male","25+","Percent","Country Data","16.2"
"Puerto Rico","2011","Total","15 - 24","Percent","Country Data","29.9"
"Puerto Rico","2011","Total","15+","Percent","Country Data","15.7"
"Puerto Rico","2011","Total","25+","Percent","Country Data","14"
"Puerto Rico","2010","Female","15 - 24","Percent","Country Data","22"
"Puerto Rico","2010","Female","15+","Percent","Country Data","12.7"
"Puerto Rico","2010","Female","25+","Percent","Country Data","11.8"
"Puerto Rico","2010","Male","15 - 24","Percent","Country Data","35.4"
"Puerto Rico","2010","Male","15+","Percent","Country Data","18.9"
"Puerto Rico","2010","Male","25+","Percent","Country Data","16.8"
"Puerto Rico","2010","Total","15 - 24","Percent","Country Data","30.2"
"Puerto Rico","2010","Total","15+","Percent","Country Data","16.1"
"Puerto Rico","2010","Total","25+","Percent","Country Data","14.6"
"Puerto Rico","2009","Female","15 - 24","Percent","Country Data","23.2"
"Puerto Rico","2009","Female","15+","Percent","Country Data","12.5"
"Puerto Rico","2009","Female","25+","Percent","Country Data","11.4"
"Puerto Rico","2009","Male","15 - 24","Percent","Country Data","33.7"
"Puerto Rico","2009","Male","15+","Percent","Country Data","17"
"Puerto Rico","2009","Male","25+","Percent","Country Data","14.8"
"Puerto Rico","2009","Total","15 - 24","Percent","Country Data","29.6"
"Puerto Rico","2009","Total","15+","Percent","Country Data","15"
"Puerto Rico","2009","Total","25+","Percent","Country Data","13.2"
"Puerto Rico","2008","Female","15 - 24","Percent","Country Data","20.3"
"Puerto Rico","2008","Female","15+","Percent","Country Data","9.7"
"Puerto Rico","2008","Female","25+","Percent","Country Data","8.4"
"Puerto Rico","2008","Male","15 - 24","Percent","Country Data","27.4"
"Puerto Rico","2008","Male","15+","Percent","Country Data","12.8"
"Puerto Rico","2008","Male","25+","Percent","Country Data","10.7"
"Puerto Rico","2008","Total","15 - 24","Percent","Country Data","24.5"
"Puerto Rico","2008","Total","15+","Percent","Country Data","11.5"
"Puerto Rico","2008","Total","25+","Percent","Country Data","9.8"
"Puerto Rico","2007","Female","15 - 24","Percent","Country Data","19.1"
"Puerto Rico","2007","Female","15+","Percent","Country Data","9.5"
"Puerto Rico","2007","Female","25+","Percent","Country Data","8.5"
"Puerto Rico","2007","Male","15 - 24","Percent","Country Data","24.3"
"Puerto Rico","2007","Male","15+","Percent","Country Data","12"
"Puerto Rico","2007","Male","25+","Percent","Country Data","10.1"
"Puerto Rico","2007","Total","15 - 24","Percent","Country Data","22.2"
"Puerto Rico","2007","Total","15+","Percent","Country Data","10.9"
"Puerto Rico","2007","Total","25+","Percent","Country Data","9.4"
"Puerto Rico","2006","Female","15 - 24","Percent","Country Data","21.6"
"Puerto Rico","2006","Female","15+","Percent","Country Data","10.4"
"Puerto Rico","2006","Female","25+","Percent","Country Data","8.9"
"Puerto Rico","2006","Male","15 - 24","Percent","Country Data","22.8"
"Puerto Rico","2006","Male","15+","Percent","Country Data","11.2"
"Puerto Rico","2006","Male","25+","Percent","Country Data","9.2"
"Puerto Rico","2006","Total","15 - 24","Percent","Country Data","22.3"
"Puerto Rico","2006","Total","15+","Percent","Country Data","11"
"Puerto Rico","2006","Total","25+","Percent","Country Data","9.3"
"Puerto Rico","2005","Female","15 - 24","Percent","Country Data","20.9"
"Puerto Rico","2005","Female","15+","Percent","Country Data","10.1"
"Puerto Rico","2005","Female","25+","Percent","Country Data","8.3"
"Puerto Rico","2005","Male","15 - 24","Percent","Country Data","24.8"
"Puerto Rico","2005","Male","15+","Percent","Country Data","12.2"
"Puerto Rico","2005","Male","25+","Percent","Country Data","9.8"
"Puerto Rico","2005","Total","15 - 24","Percent","Country Data","23.3"
"Puerto Rico","2005","Total","15+","Percent","Country Data","11.4"
"Puerto Rico","2005","Total","25+","Percent","Country Data","9.2"
"Puerto Rico","2004","Female","15 - 24","Percent","Country Data","19.1"
"Puerto Rico","2004","Female","15+","Percent","Country Data","8.6"
"Puerto Rico","2004","Female","25+","Percent","Country Data","6.9"
"Puerto Rico","2004","Male","15 - 24","Percent","Country Data","21.9"
"Puerto Rico","2004","Male","15+","Percent","Country Data","11.5"
"Puerto Rico","2004","Male","25+","Percent","Country Data","9.5"
"Puerto Rico","2004","Total","15 - 24","Percent","Country Data","21.2"
"Puerto Rico","2004","Total","15+","Percent","Country Data","10.3"
"Puerto Rico","2004","Total","25+","Percent","Country Data","8.4"
"Puerto Rico","2003","Female","15 - 24","Percent","Country Data","23"
"Puerto Rico","2003","Female","15+","Percent","Country Data","10.8"
"Puerto Rico","2003","Female","25+","Percent","Country Data","8.8"
"Puerto Rico","2003","Male","15 - 24","Percent","Country Data","24.2"
"Puerto Rico","2003","Male","15+","Percent","Country Data","12.8"
"Puerto Rico","2003","Male","25+","Percent","Country Data","10.6"
"Puerto Rico","2003","Total","15 - 24","Percent","Country Data","23.2"
"Puerto Rico","2003","Total","15+","Percent","Country Data","11.8"
"Puerto Rico","2003","Total","25+","Percent","Country Data","9.7"
"Puerto Rico","2002","Female","15 - 24","Percent","Country Data","23.5"
"Puerto Rico","2002","Female","15+","Percent","Country Data","10.6"
"Puerto Rico","2002","Female","25+","Percent","Country Data","8.5"
"Puerto Rico","2002","Male","15 - 24","Percent","Country Data","24"
"Puerto Rico","2002","Male","15+","Percent","Country Data","13.4"
"Puerto Rico","2002","Male","25+","Percent","Country Data","11.4"
"Puerto Rico","2002","Total","15 - 24","Percent","Country Data","23.3"
"Puerto Rico","2002","Total","15+","Percent","Country Data","11.9"
"Puerto Rico","2002","Total","25+","Percent","Country Data","10"
"Puerto Rico","2001","Female","15+","Percent","Country Data","9.1"
"Puerto Rico","2001","Male","15+","Percent","Country Data","13"
"Puerto Rico","2001","Total","15+","Percent","Country Data","11.3"
"Puerto Rico","2000","Female","15 - 24","Percent","Country Data","16.1"
"Puerto Rico","2000","Female","15+","Percent","Country Data","7.5"
"Puerto Rico","2000","Female","25+","Percent","Country Data","5.9"
"Puerto Rico","2000","Male","15 - 24","Percent","Country Data","23.3"
"Puerto Rico","2000","Male","15+","Percent","Country Data","11.9"
"Puerto Rico","2000","Male","25+","Percent","Country Data","9.8"
"Puerto Rico","2000","Total","15 - 24","Percent","Country Data","20.5"
"Puerto Rico","2000","Total","15+","Percent","Country Data","10.1"
"Puerto Rico","2000","Total","25+","Percent","Country Data","8.2"
"Qatar","2015","Female","15 - 24","Percent","Country Data","2.2"
"Qatar","2015","Female","15+","Percent","Country Data","0.8"
"Qatar","2015","Female","25+","Percent","Country Data","0.6"
"Qatar","2015","Male","15 - 24","Percent","Country Data","0.2"
"Qatar","2015","Male","15+","Percent","Country Data","0.1"
"Qatar","2015","Male","25+","Percent","Country Data","0"
"Qatar","2015","Total","15 - 24","Percent","Country Data","0.6"
"Qatar","2015","Total","15+","Percent","Country Data","0.2"
"Qatar","2015","Total","25+","Percent","Country Data","0.1"
"Qatar","2014","Female","15 - 24","Percent","Country Data","3.9"
"Qatar","2014","Female","15+","Percent","Country Data","1.1"
"Qatar","2014","Female","25+","Percent","Country Data","0.7"
"Qatar","2014","Male","15 - 24","Percent","Country Data","0.3"
"Qatar","2014","Male","15+","Percent","Country Data","0.1"
"Qatar","2014","Male","25+","Percent","Country Data","0"
"Qatar","2014","Total","15 - 24","Percent","Country Data","0.8"
"Qatar","2014","Total","15+","Percent","Country Data","0.2"
"Qatar","2014","Total","25+","Percent","Country Data","0.1"
"Qatar","2013","Female","15 - 24","Percent","Country Data","6.2"
"Qatar","2013","Female","15+","Percent","Country Data","1.5"
"Qatar","2013","Female","25+","Percent","Country Data","0.9"
"Qatar","2013","Male","15 - 24","Percent","Country Data","0.4"
"Qatar","2013","Male","15+","Percent","Country Data","0.1"
"Qatar","2013","Male","25+","Percent","Country Data","0"
"Qatar","2013","Total","15 - 24","Percent","Country Data","1.1"
"Qatar","2013","Total","15+","Percent","Country Data","0.3"
"Qatar","2013","Total","25+","Percent","Country Data","0.2"
"Qatar","2012","Female","15 - 24","Percent","Country Data","5.2"
"Qatar","2012","Female","15+","Percent","Country Data","2.8"
"Qatar","2012","Female","25+","Percent","Country Data","2.1"
"Qatar","2012","Male","15 - 24","Percent","Country Data","0.7"
"Qatar","2012","Male","15+","Percent","Country Data","0.1"
"Qatar","2012","Male","25+","Percent","Country Data","0.1"
"Qatar","2012","Total","15 - 24","Percent","Country Data","1.6"
"Qatar","2012","Total","15+","Percent","Country Data","0.5"
"Qatar","2012","Total","25+","Percent","Country Data","0.3"
"Qatar","2011","Female","15 - 24","Percent","Country Data","9"
"Qatar","2011","Female","15+","Percent","Country Data","3.3"
"Qatar","2011","Female","25+","Percent","Country Data","2.5"
"Qatar","2011","Male","15 - 24","Percent","Country Data","0.4"
"Qatar","2011","Male","15+","Percent","Country Data","0.2"
"Qatar","2011","Male","25+","Percent","Country Data","0.1"
"Qatar","2011","Total","15 - 24","Percent","Country Data","1.3"
"Qatar","2011","Total","15+","Percent","Country Data","0.6"
"Qatar","2011","Total","25+","Percent","Country Data","0.4"
"Qatar","2010","Female","15+","Percent","Country Data","2.7"
"Qatar","2010","Male","15+","Percent","Country Data","0.1"
"Qatar","2010","Total","15+","Percent","Country Data","0.5"
"Qatar","2009","Female","15 - 24","Percent","Country Data","7"
"Qatar","2009","Female","15+","Percent","Country Data","1.9"
"Qatar","2009","Female","25+","Percent","Country Data","1"
"Qatar","2009","Male","15 - 24","Percent","Country Data","0.5"
"Qatar","2009","Male","15+","Percent","Country Data","0.1"
"Qatar","2009","Male","25+","Percent","Country Data","0.1"
"Qatar","2009","Total","15 - 24","Percent","Country Data","1.2"
"Qatar","2009","Total","15+","Percent","Country Data","0.3"
"Qatar","2009","Total","25+","Percent","Country Data","0.2"
"Qatar","2008","Female","15 - 24","Percent","Country Data","4.8"
"Qatar","2008","Female","15+","Percent","Country Data","1.7"
"Qatar","2008","Female","25+","Percent","Country Data","1.1"
"Qatar","2008","Male","15 - 24","Percent","Country Data","0.6"
"Qatar","2008","Male","15+","Percent","Country Data","0.1"
"Qatar","2008","Male","25+","Percent","Country Data","0.1"
"Qatar","2008","Total","15 - 24","Percent","Country Data","1"
"Qatar","2008","Total","15+","Percent","Country Data","0.3"
"Qatar","2008","Total","25+","Percent","Country Data","0.2"
"Qatar","2007","Female","15 - 24","Percent","Country Data","7.5"
"Qatar","2007","Female","15+","Percent","Country Data","2.6"
"Qatar","2007","Female","25+","Percent","Country Data","1.7"
"Qatar","2007","Male","15 - 24","Percent","Country Data","0.7"
"Qatar","2007","Male","15+","Percent","Country Data","0.2"
"Qatar","2007","Male","25+","Percent","Country Data","0.1"
"Qatar","2007","Total","15 - 24","Percent","Country Data","1.6"
"Qatar","2007","Total","15+","Percent","Country Data","0.5"
"Qatar","2007","Total","25+","Percent","Country Data","0.3"
"Qatar","2006","Female","15+","Percent","Country Data","3.5"
"Qatar","2006","Male","15+","Percent","Country Data","0.4"
"Qatar","2006","Total","15+","Percent","Country Data","0.9"
"Qatar","2004","Female","15 - 24","Percent","Country Data","29.8"
"Qatar","2004","Female","15+","Percent","Country Data","3.9"
"Qatar","2004","Female","25+","Percent","Country Data","1.3"
"Qatar","2004","Male","15 - 24","Percent","Country Data","7.7"
"Qatar","2004","Male","15+","Percent","Country Data","1.1"
"Qatar","2004","Male","25+","Percent","Country Data","0.3"
"Qatar","2004","Total","15 - 24","Percent","Country Data","10.8"
"Qatar","2004","Total","15+","Percent","Country Data","1.5"
"Qatar","2004","Total","25+","Percent","Country Data","0.5"
"Qatar","2001","Female","15+","Percent","Country Data","12.6"
"Qatar","2001","Male","15+","Percent","Country Data","2.3"
"Qatar","2001","Total","15+","Percent","Country Data","3.9"
"R̩union","2013","Female","15 - 24","Percent","Country Data","59.1"
"R̩union","2013","Female","15+","Percent","Country Data","29.7"
"R̩union","2013","Female","25+","Percent","Country Data","25.7"
"R̩union","2013","Male","15 - 24","Percent","Country Data","56"
"R̩union","2013","Male","15+","Percent","Country Data","28.3"
"R̩union","2013","Male","25+","Percent","Country Data","23.8"
"R̩union","2013","Total","15 - 24","Percent","Country Data","57.3"
"R̩union","2013","Total","15+","Percent","Country Data","28.9"
"R̩union","2013","Total","25+","Percent","Country Data","24.7"
"R̩union","2012","Female","15 - 24","Percent","Country Data","56.6"
"R̩union","2012","Female","15+","Percent","Country Data","30.5"
"R̩union","2012","Female","25+","Percent","Country Data","27.2"
"R̩union","2012","Male","15 - 24","Percent","Country Data","52.8"
"R̩union","2012","Male","15+","Percent","Country Data","26.8"
"R̩union","2012","Male","25+","Percent","Country Data","22.3"
"R̩union","2012","Total","15 - 24","Percent","Country Data","54.2"
"R̩union","2012","Total","15+","Percent","Country Data","28.5"
"R̩union","2012","Total","25+","Percent","Country Data","24.7"
"R̩union","2011","Female","15 - 24","Percent","Country Data","63.8"
"R̩union","2011","Female","15+","Percent","Country Data","31.8"
"R̩union","2011","Female","25+","Percent","Country Data","27.5"
"R̩union","2011","Male","15 - 24","Percent","Country Data","54.4"
"R̩union","2011","Male","15+","Percent","Country Data","27.6"
"R̩union","2011","Male","25+","Percent","Country Data","23.1"
"R̩union","2011","Total","15 - 24","Percent","Country Data","58.6"
"R̩union","2011","Total","15+","Percent","Country Data","29.6"
"R̩union","2011","Total","25+","Percent","Country Data","25.2"
"R̩union","2010","Female","15 - 24","Percent","Country Data","58.2"
"R̩union","2010","Female","15+","Percent","Country Data","30"
"R̩union","2010","Female","25+","Percent","Country Data","26"
"R̩union","2010","Male","15 - 24","Percent","Country Data","52.5"
"R̩union","2010","Male","15+","Percent","Country Data","28"
"R̩union","2010","Male","25+","Percent","Country Data","23.5"
"R̩union","2010","Total","15 - 24","Percent","Country Data","54.7"
"R̩union","2010","Total","15+","Percent","Country Data","28.9"
"R̩union","2010","Total","25+","Percent","Country Data","24.7"
"R̩union","2009","Female","15 - 24","Percent","Country Data","50.5"
"R̩union","2009","Female","15+","Percent","Country Data","29"
"R̩union","2009","Female","25+","Percent","Country Data","25.8"
"R̩union","2009","Male","15 - 24","Percent","Country Data","48.8"
"R̩union","2009","Male","15+","Percent","Country Data","25.6"
"R̩union","2009","Male","25+","Percent","Country Data","21.8"
"R̩union","2009","Total","15 - 24","Percent","Country Data","49.7"
"R̩union","2009","Total","15+","Percent","Country Data","27.1"
"R̩union","2009","Total","25+","Percent","Country Data","23.7"
"R̩union","2008","Female","15 - 24","Percent","Country Data","49.8"
"R̩union","2008","Female","15+","Percent","Country Data","26.4"
"R̩union","2008","Female","25+","Percent","Country Data","22.5"
"R̩union","2008","Male","15 - 24","Percent","Country Data","46"
"R̩union","2008","Male","15+","Percent","Country Data","22.8"
"R̩union","2008","Male","25+","Percent","Country Data","18.5"
"R̩union","2008","Total","15 - 24","Percent","Country Data","47.7"
"R̩union","2008","Total","15+","Percent","Country Data","24.4"
"R̩union","2008","Total","25+","Percent","Country Data","20.4"
"R̩union","2007","Female","15 - 24","Percent","Country Data","46.4"
"R̩union","2007","Female","15+","Percent","Country Data","25.8"
"R̩union","2007","Female","25+","Percent","Country Data","22.8"
"R̩union","2007","Male","15 - 24","Percent","Country Data","46.8"
"R̩union","2007","Male","15+","Percent","Country Data","22.8"
"R̩union","2007","Male","25+","Percent","Country Data","18.4"
"R̩union","2007","Total","15 - 24","Percent","Country Data","46.8"
"R̩union","2007","Total","15+","Percent","Country Data","24.1"
"R̩union","2007","Total","25+","Percent","Country Data","20.4"
"R̩union","2006","Female","15 - 24","Percent","Country Data","48.2"
"R̩union","2006","Female","15+","Percent","Country Data","29.2"
"R̩union","2006","Female","25+","Percent","Country Data","25.7"
"R̩union","2006","Male","15 - 24","Percent","Country Data","51.9"
"R̩union","2006","Male","15+","Percent","Country Data","27.5"
"R̩union","2006","Male","25+","Percent","Country Data","22.5"
"R̩union","2006","Total","15 - 24","Percent","Country Data","50.3"
"R̩union","2006","Total","15+","Percent","Country Data","28.3"
"R̩union","2006","Total","25+","Percent","Country Data","23.9"
"R̩union","2005","Female","15 - 24","Percent","Country Data","52.9"
"R̩union","2005","Female","15+","Percent","Country Data","33.3"
"R̩union","2005","Female","25+","Percent","Country Data","29.6"
"R̩union","2005","Male","15 - 24","Percent","Country Data","51.7"
"R̩union","2005","Male","15+","Percent","Country Data","27.6"
"R̩union","2005","Male","25+","Percent","Country Data","22.8"
"R̩union","2005","Total","15 - 24","Percent","Country Data","52.1"
"R̩union","2005","Total","15+","Percent","Country Data","30.1"
"R̩union","2005","Total","25+","Percent","Country Data","25.7"
"R̩union","2004","Female","15 - 24","Percent","Country Data","56.6"
"R̩union","2004","Female","15+","Percent","Country Data","34.2"
"R̩union","2004","Female","25+","Percent","Country Data","30"
"R̩union","2004","Male","15 - 24","Percent","Country Data","56.5"
"R̩union","2004","Male","15+","Percent","Country Data","31.7"
"R̩union","2004","Male","25+","Percent","Country Data","26.9"
"R̩union","2004","Total","15 - 24","Percent","Country Data","56.7"
"R̩union","2004","Total","15+","Percent","Country Data","32.8"
"R̩union","2004","Total","25+","Percent","Country Data","28.2"
"R̩union","2003","Female","15 - 24","Percent","Country Data","55.3"
"R̩union","2003","Female","15+","Percent","Country Data","32.7"
"R̩union","2003","Female","25+","Percent","Country Data","28.8"
"R̩union","2003","Male","15 - 24","Percent","Country Data","51.6"
"R̩union","2003","Male","15+","Percent","Country Data","30.8"
"R̩union","2003","Male","25+","Percent","Country Data","27"
"R̩union","2003","Total","15 - 24","Percent","Country Data","53"
"R̩union","2003","Total","15+","Percent","Country Data","31.6"
"R̩union","2003","Total","25+","Percent","Country Data","27.8"
"R̩union","2002","Female","15 - 24","Percent","Country Data","53.2"
"R̩union","2002","Female","15+","Percent","Country Data","32.1"
"R̩union","2002","Female","25+","Percent","Country Data","28.5"
"R̩union","2002","Male","15 - 24","Percent","Country Data","45"
"R̩union","2002","Male","15+","Percent","Country Data","27.1"
"R̩union","2002","Male","25+","Percent","Country Data","23.9"
"R̩union","2002","Total","15 - 24","Percent","Country Data","48.6"
"R̩union","2002","Total","15+","Percent","Country Data","29.3"
"R̩union","2002","Total","25+","Percent","Country Data","25.9"
"R̩union","2001","Female","15 - 24","Percent","Country Data","53.8"
"R̩union","2001","Female","15+","Percent","Country Data","33.3"
"R̩union","2001","Female","25+","Percent","Country Data","29.9"
"R̩union","2001","Male","15 - 24","Percent","Country Data","54.6"
"R̩union","2001","Male","15+","Percent","Country Data","30.1"
"R̩union","2001","Male","25+","Percent","Country Data","25.9"
"R̩union","2001","Total","15 - 24","Percent","Country Data","54.3"
"R̩union","2001","Total","15+","Percent","Country Data","31.5"
"R̩union","2001","Total","25+","Percent","Country Data","27.6"
"R̩union","2000","Female","15+","Percent","Country Data","39.1"
"R̩union","2000","Male","15+","Percent","Country Data","34.4"
"R̩union","2000","Total","15+","Percent","Country Data","36.5"
"Republic of Korea","2015","Female","15 - 24","Percent","Country Data","10"
"Republic of Korea","2015","Female","15+","Percent","Country Data","3.6"
"Republic of Korea","2015","Female","25+","Percent","Country Data","2.8857"
"Republic of Korea","2015","Male","15 - 24","Percent","Country Data","11.3"
"Republic of Korea","2015","Male","15+","Percent","Country Data","3.7"
"Republic of Korea","2015","Male","25+","Percent","Country Data","3.2726"
"Republic of Korea","2015","Total","15 - 24","Percent","Country Data","10.5"
